set,iteration,mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name
T,4,32.0,4,135.0,84.0,2295,11.6,82,1,dodge rampage
T,4,28.0,4,120.0,79.0,2625,18.6,82,1,ford ranger
T,4,31.0,4,119.0,82.0,2720,19.4,82,1,chevy s-10
V,4,17.0,6,231.0,110.0,3907,21.0,75,1,buick century
V,4,16.0,6,250.0,105.0,3897,18.5,75,1,chevroelt chevelle malibu
V,4,15.0,6,258.0,110.0,3730,19.0,75,1,amc matador
V,4,18.0,6,225.0,95.0,3785,19.0,75,1,plymouth fury
V,4,21.0,6,231.0,110.0,3039,15.0,75,1,buick skyhawk
V,4,20.0,8,262.0,110.0,3221,13.5,75,1,chevrolet monza 2+2
V,4,13.0,8,302.0,129.0,3169,12.0,75,1,ford mustang ii
V,4,29.0,4,97.0,75.0,2171,16.0,75,3,toyota corolla
V,4,23.0,4,140.0,83.0,2639,17.0,75,1,ford pinto
V,4,20.0,6,232.0,100.0,2914,16.0,75,1,amc gremlin
V,4,23.0,4,140.0,78.0,2592,18.5,75,1,pontiac astro
V,4,24.0,4,134.0,96.0,2702,13.5,75,3,toyota corona
V,4,25.0,4,90.0,71.0,2223,16.5,75,2,volkswagen dasher
V,4,24.0,4,119.0,97.0,2545,17.0,75,3,datsun 710
V,4,18.0,6,171.0,97.0,2984,14.5,75,1,ford pinto
V,4,29.0,4,90.0,70.0,1937,14.0,75,2,volkswagen rabbit
V,4,19.0,6,232.0,90.0,3211,17.0,75,1,amc pacer
V,4,23.0,4,115.0,95.0,2694,15.0,75,2,audi 100ls
V,4,23.0,4,120.0,88.0,2957,17.0,75,2,peugeot 504
V,4,22.0,4,121.0,98.0,2945,14.5,75,2,volvo 244dl
V,4,25.0,4,121.0,115.0,2671,13.5,75,2,saab 99le
V,4,33.0,4,91.0,53.0,1795,17.5,75,3,honda civic cvcc
V,4,28.0,4,107.0,86.0,2464,15.5,76,2,fiat 131
V,4,25.0,4,116.0,81.0,2220,16.9,76,2,opel 1900
V,4,25.0,4,140.0,92.0,2572,14.9,76,1,capri ii
V,4,26.0,4,98.0,79.0,2255,17.7,76,1,dodge colt
V,4,27.0,4,101.0,83.0,2202,15.3,76,2,renault 12tl
V,4,17.5,8,305.0,140.0,4215,13.0,76,1,chevrolet chevelle malibu classic
V,4,16.0,8,318.0,150.0,4190,13.0,76,1,dodge coronet brougham
V,4,15.5,8,304.0,120.0,3962,13.9,76,1,amc matador
V,4,14.5,8,351.0,152.0,4215,12.8,76,1,ford gran torino
V,4,22.0,6,225.0,100.0,3233,15.4,76,1,plymouth valiant
V,4,22.0,6,250.0,105.0,3353,14.5,76,1,chevrolet nova
V,4,24.0,6,200.0,81.0,3012,17.6,76,1,ford maverick
V,4,22.5,6,232.0,90.0,3085,17.6,76,1,amc hornet
V,4,29.0,4,85.0,52.0,2035,22.2,76,1,chevrolet chevette
V,4,24.5,4,98.0,60.0,2164,22.1,76,1,chevrolet woody
V,4,29.0,4,90.0,70.0,1937,14.2,76,2,vw rabbit
V,4,33.0,4,91.0,53.0,1795,17.4,76,3,honda civic
V,4,20.0,6,225.0,100.0,3651,17.7,76,1,dodge aspen se
V,4,18.0,6,250.0,78.0,3574,21.0,76,1,ford granada ghia
V,4,18.5,6,250.0,110.0,3645,16.2,76,1,pontiac ventura sj
V,4,17.5,6,258.0,95.0,3193,17.8,76,1,amc pacer d/l
V,4,29.5,4,97.0,71.0,1825,12.2,76,2,volkswagen rabbit
V,4,32.0,4,85.0,70.0,1990,17.0,76,3,datsun b-210
V,4,28.0,4,97.0,75.0,2155,16.4,76,3,toyota corolla
V,4,26.5,4,140.0,72.0,2565,13.6,76,1,ford pinto
V,4,20.0,4,130.0,102.0,3150,15.7,76,2,volvo 245
V,4,13.0,8,318.0,150.0,3940,13.2,76,1,plymouth volare premier v8
V,4,19.0,4,120.0,88.0,3270,21.9,76,2,peugeot 504
V,4,19.0,6,156.0,108.0,2930,15.5,76,3,toyota mark ii
V,4,16.5,6,168.0,120.0,3820,16.7,76,2,mercedes-benz 280s
V,4,16.5,8,350.0,180.0,4380,12.1,76,1,cadillac seville
V,4,13.0,8,350.0,145.0,4055,12.0,76,1,chevy c10
V,4,13.0,8,302.0,130.0,3870,15.0,76,1,ford f108
V,4,13.0,8,318.0,150.0,3755,14.0,76,1,dodge d100
V,4,31.5,4,98.0,68.0,2045,18.5,77,3,honda accord cvcc
V,4,30.0,4,111.0,80.0,2155,14.8,77,1,buick opel isuzu deluxe
V,4,36.0,4,79.0,58.0,1825,18.6,77,2,renault 5 gtl
V,4,25.5,4,122.0,96.0,2300,15.5,77,1,plymouth arrow gs
V,4,33.5,4,85.0,70.0,1945,16.8,77,3,datsun f-10 hatchback
V,4,17.5,8,305.0,145.0,3880,12.5,77,1,chevrolet caprice classic
V,4,17.0,8,260.0,110.0,4060,19.0,77,1,oldsmobile cutlass supreme
V,4,15.5,8,318.0,145.0,4140,13.7,77,1,dodge monaco brougham
V,4,15.0,8,302.0,130.0,4295,14.9,77,1,mercury cougar brougham
V,4,17.5,6,250.0,110.0,3520,16.4,77,1,chevrolet concours
V,4,20.5,6,231.0,105.0,3425,16.9,77,1,buick skylark
V,4,19.0,6,225.0,100.0,3630,17.7,77,1,plymouth volare custom
V,4,18.5,6,250.0,98.0,3525,19.0,77,1,ford granada
V,4,16.0,8,400.0,180.0,4220,11.1,77,1,pontiac grand prix lj
V,4,15.5,8,350.0,170.0,4165,11.4,77,1,chevrolet monte carlo landau
V,4,15.5,8,400.0,190.0,4325,12.2,77,1,chrysler cordoba
V,4,16.0,8,351.0,149.0,4335,14.5,77,1,ford thunderbird
V,4,29.0,4,97.0,78.0,1940,14.5,77,2,volkswagen rabbit custom
V,4,24.5,4,151.0,88.0,2740,16.0,77,1,pontiac sunbird coupe
V,4,26.0,4,97.0,75.0,2265,18.2,77,3,toyota corolla liftback
V,4,25.5,4,140.0,89.0,2755,15.8,77,1,ford mustang ii 2+2
V,4,30.5,4,98.0,63.0,2051,17.0,77,1,chevrolet chevette
V,4,33.5,4,98.0,83.0,2075,15.9,77,1,dodge colt m/m
V,4,30.0,4,97.0,67.0,1985,16.4,77,3,subaru dl
T,5,18.0,8,307.0,130.0,3504,12.0,70,1,chevrolet chevelle malibu
T,5,15.0,8,350.0,165.0,3693,11.5,70,1,buick skylark 320
T,5,18.0,8,318.0,150.0,3436,11.0,70,1,plymouth satellite
T,5,16.0,8,304.0,150.0,3433,12.0,70,1,amc rebel sst
T,5,17.0,8,302.0,140.0,3449,10.5,70,1,ford torino
T,5,15.0,8,429.0,198.0,4341,10.0,70,1,ford galaxie 500
T,5,14.0,8,454.0,220.0,4354,9.0,70,1,chevrolet impala
T,5,14.0,8,440.0,215.0,4312,8.5,70,1,plymouth fury iii
T,5,14.0,8,455.0,225.0,4425,10.0,70,1,pontiac catalina
T,5,15.0,8,390.0,190.0,3850,8.5,70,1,amc ambassador dpl
T,5,15.0,8,383.0,170.0,3563,10.0,70,1,dodge challenger se
T,5,14.0,8,340.0,160.0,3609,8.0,70,1,plymouth 'cuda 340
T,5,15.0,8,400.0,150.0,3761,9.5,70,1,chevrolet monte carlo
T,5,14.0,8,455.0,225.0,3086,10.0,70,1,buick estate wagon (sw)
T,5,24.0,4,113.0,95.0,2372,15.0,70,3,toyota corona mark ii
T,5,22.0,6,198.0,95.0,2833,15.5,70,1,plymouth duster
T,5,18.0,6,199.0,97.0,2774,15.5,70,1,amc hornet
T,5,21.0,6,200.0,85.0,2587,16.0,70,1,ford maverick
T,5,27.0,4,97.0,88.0,2130,14.5,70,3,datsun pl510
T,5,26.0,4,97.0,46.0,1835,20.5,70,2,volkswagen 1131 deluxe sedan
T,5,25.0,4,110.0,87.0,2672,17.5,70,2,peugeot 504
T,5,24.0,4,107.0,90.0,2430,14.5,70,2,audi 100 ls
T,5,25.0,4,104.0,95.0,2375,17.5,70,2,saab 99e
T,5,26.0,4,121.0,113.0,2234,12.5,70,2,bmw 2002
T,5,21.0,6,199.0,90.0,2648,15.0,70,1,amc gremlin
T,5,10.0,8,360.0,215.0,4615,14.0,70,1,ford f250
T,5,10.0,8,307.0,200.0,4376,15.0,70,1,chevy c20
T,5,11.0,8,318.0,210.0,4382,13.5,70,1,dodge d200
T,5,9.0,8,304.0,193.0,4732,18.5,70,1,hi 1200d
T,5,27.0,4,97.0,88.0,2130,14.5,71,3,datsun pl510
T,5,28.0,4,140.0,90.0,2264,15.5,71,1,chevrolet vega 2300
T,5,25.0,4,113.0,95.0,2228,14.0,71,3,toyota corona
T,5,25.0,4,98.0,,2046,19.0,71,1,ford pinto
T,5,19.0,6,232.0,100.0,2634,13.0,71,1,amc gremlin
T,5,16.0,6,225.0,105.0,3439,15.5,71,1,plymouth satellite custom
T,5,17.0,6,250.0,100.0,3329,15.5,71,1,chevrolet chevelle malibu
T,5,19.0,6,250.0,88.0,3302,15.5,71,1,ford torino 500
T,5,18.0,6,232.0,100.0,3288,15.5,71,1,amc matador
T,5,14.0,8,350.0,165.0,4209,12.0,71,1,chevrolet impala
T,5,14.0,8,400.0,175.0,4464,11.5,71,1,pontiac catalina brougham
T,5,14.0,8,351.0,153.0,4154,13.5,71,1,ford galaxie 500
T,5,14.0,8,318.0,150.0,4096,13.0,71,1,plymouth fury iii
T,5,12.0,8,383.0,180.0,4955,11.5,71,1,dodge monaco (sw)
T,5,13.0,8,400.0,170.0,4746,12.0,71,1,ford country squire (sw)
T,5,13.0,8,400.0,175.0,5140,12.0,71,1,pontiac safari (sw)
T,5,18.0,6,258.0,110.0,2962,13.5,71,1,amc hornet sportabout (sw)
T,5,22.0,4,140.0,72.0,2408,19.0,71,1,chevrolet vega (sw)
T,5,19.0,6,250.0,100.0,3282,15.0,71,1,pontiac firebird
T,5,18.0,6,250.0,88.0,3139,14.5,71,1,ford mustang
T,5,23.0,4,122.0,86.0,2220,14.0,71,1,mercury capri 2000
T,5,28.0,4,116.0,90.0,2123,14.0,71,2,opel 1900
T,5,30.0,4,79.0,70.0,2074,19.5,71,2,peugeot 304
T,5,30.0,4,88.0,76.0,2065,14.5,71,2,fiat 124b
T,5,31.0,4,71.0,65.0,1773,19.0,71,3,toyota corolla 1200
T,5,35.0,4,72.0,69.0,1613,18.0,71,3,datsun 1200
T,5,27.0,4,97.0,60.0,1834,19.0,71,2,volkswagen model 111
T,5,26.0,4,91.0,70.0,1955,20.5,71,1,plymouth cricket
T,5,24.0,4,113.0,95.0,2278,15.5,72,3,toyota corona hardtop
T,5,25.0,4,97.5,80.0,2126,17.0,72,1,dodge colt hardtop
T,5,23.0,4,97.0,54.0,2254,23.5,72,2,volkswagen type 3
T,5,20.0,4,140.0,90.0,2408,19.5,72,1,chevrolet vega
T,5,21.0,4,122.0,86.0,2226,16.5,72,1,ford pinto runabout
T,5,13.0,8,350.0,165.0,4274,12.0,72,1,chevrolet impala
T,5,14.0,8,400.0,175.0,4385,12.0,72,1,pontiac catalina
T,5,15.0,8,318.0,150.0,4135,13.5,72,1,plymouth fury iii
T,5,14.0,8,351.0,153.0,4129,13.0,72,1,ford galaxie 500
T,5,17.0,8,304.0,150.0,3672,11.5,72,1,amc ambassador sst
T,5,11.0,8,429.0,208.0,4633,11.0,72,1,mercury marquis
T,5,13.0,8,350.0,155.0,4502,13.5,72,1,buick lesabre custom
T,5,12.0,8,350.0,160.0,4456,13.5,72,1,oldsmobile delta 88 royale
T,5,13.0,8,400.0,190.0,4422,12.5,72,1,chrysler newport royal
T,5,19.0,3,70.0,97.0,2330,13.5,72,3,mazda rx2 coupe
T,5,15.0,8,304.0,150.0,3892,12.5,72,1,amc matador (sw)
T,5,13.0,8,307.0,130.0,4098,14.0,72,1,chevrolet chevelle concours (sw)
T,5,13.0,8,302.0,140.0,4294,16.0,72,1,ford gran torino (sw)
T,5,14.0,8,318.0,150.0,4077,14.0,72,1,plymouth satellite custom (sw)
T,5,18.0,4,121.0,112.0,2933,14.5,72,2,volvo 145e (sw)
T,5,22.0,4,121.0,76.0,2511,18.0,72,2,volkswagen 411 (sw)
T,5,21.0,4,120.0,87.0,2979,19.5,72,2,peugeot 504 (sw)
T,5,26.0,4,96.0,69.0,2189,18.0,72,2,renault 12 (sw)
T,5,22.0,4,122.0,86.0,2395,16.0,72,1,ford pinto (sw)
T,5,28.0,4,97.0,92.0,2288,17.0,72,3,datsun 510 (sw)
T,5,23.0,4,120.0,97.0,2506,14.5,72,3,toyouta corona mark ii (sw)
T,5,28.0,4,98.0,80.0,2164,15.0,72,1,dodge colt (sw)
T,5,27.0,4,97.0,88.0,2100,16.5,72,3,toyota corolla 1600 (sw)
T,5,13.0,8,350.0,175.0,4100,13.0,73,1,buick century 350
T,5,14.0,8,304.0,150.0,3672,11.5,73,1,amc matador
T,5,13.0,8,350.0,145.0,3988,13.0,73,1,chevrolet malibu
T,5,14.0,8,302.0,137.0,4042,14.5,73,1,ford gran torino
T,5,15.0,8,318.0,150.0,3777,12.5,73,1,dodge coronet custom
T,5,12.0,8,429.0,198.0,4952,11.5,73,1,mercury marquis brougham
T,5,13.0,8,400.0,150.0,4464,12.0,73,1,chevrolet caprice classic
T,5,13.0,8,351.0,158.0,4363,13.0,73,1,ford ltd
T,5,14.0,8,318.0,150.0,4237,14.5,73,1,plymouth fury gran sedan
T,5,13.0,8,440.0,215.0,4735,11.0,73,1,chrysler new yorker brougham
T,5,12.0,8,455.0,225.0,4951,11.0,73,1,buick electra 225 custom
T,5,13.0,8,360.0,175.0,3821,11.0,73,1,amc ambassador brougham
T,5,18.0,6,225.0,105.0,3121,16.5,73,1,plymouth valiant
T,5,16.0,6,250.0,100.0,3278,18.0,73,1,chevrolet nova custom
T,5,18.0,6,232.0,100.0,2945,16.0,73,1,amc hornet
T,5,18.0,6,250.0,88.0,3021,16.5,73,1,ford maverick
T,5,23.0,6,198.0,95.0,2904,16.0,73,1,plymouth duster
T,5,26.0,4,97.0,46.0,1950,21.0,73,2,volkswagen super beetle
T,5,11.0,8,400.0,150.0,4997,14.0,73,1,chevrolet impala
T,5,12.0,8,400.0,167.0,4906,12.5,73,1,ford country
T,5,13.0,8,360.0,170.0,4654,13.0,73,1,plymouth custom suburb
T,5,12.0,8,350.0,180.0,4499,12.5,73,1,oldsmobile vista cruiser
T,5,18.0,6,232.0,100.0,2789,15.0,73,1,amc gremlin
T,5,20.0,4,97.0,88.0,2279,19.0,73,3,toyota carina
T,5,21.0,4,140.0,72.0,2401,19.5,73,1,chevrolet vega
T,5,22.0,4,108.0,94.0,2379,16.5,73,3,datsun 610
T,5,18.0,3,70.0,90.0,2124,13.5,73,3,maxda rx3
T,5,19.0,4,122.0,85.0,2310,18.5,73,1,ford pinto
T,5,21.0,6,155.0,107.0,2472,14.0,73,1,mercury capri v6
T,5,26.0,4,98.0,90.0,2265,15.5,73,2,fiat 124 sport coupe
T,5,15.0,8,350.0,145.0,4082,13.0,73,1,chevrolet monte carlo s
T,5,16.0,8,400.0,230.0,4278,9.5,73,1,pontiac grand prix
T,5,29.0,4,68.0,49.0,1867,19.5,73,2,fiat 128
T,5,24.0,4,116.0,75.0,2158,15.5,73,2,opel manta
T,5,20.0,4,114.0,91.0,2582,14.0,73,2,audi 100ls
T,5,19.0,4,121.0,112.0,2868,15.5,73,2,volvo 144ea
T,5,15.0,8,318.0,150.0,3399,11.0,73,1,dodge dart custom
T,5,24.0,4,121.0,110.0,2660,14.0,73,2,saab 99le
T,5,20.0,6,156.0,122.0,2807,13.5,73,3,toyota mark ii
T,5,11.0,8,350.0,180.0,3664,11.0,73,1,oldsmobile omega
T,5,20.0,6,198.0,95.0,3102,16.5,74,1,plymouth duster
T,5,21.0,6,200.0,,2875,17.0,74,1,ford maverick
T,5,19.0,6,232.0,100.0,2901,16.0,74,1,amc hornet
T,5,15.0,6,250.0,100.0,3336,17.0,74,1,chevrolet nova
T,5,31.0,4,79.0,67.0,1950,19.0,74,3,datsun b210
T,5,26.0,4,122.0,80.0,2451,16.5,74,1,ford pinto
T,5,32.0,4,71.0,65.0,1836,21.0,74,3,toyota corolla 1200
T,5,25.0,4,140.0,75.0,2542,17.0,74,1,chevrolet vega
T,5,16.0,6,250.0,100.0,3781,17.0,74,1,chevrolet chevelle malibu classic
T,5,16.0,6,258.0,110.0,3632,18.0,74,1,amc matador
T,5,18.0,6,225.0,105.0,3613,16.5,74,1,plymouth satellite sebring
T,5,16.0,8,302.0,140.0,4141,14.0,74,1,ford gran torino
T,5,13.0,8,350.0,150.0,4699,14.5,74,1,buick century luxus (sw)
T,5,14.0,8,318.0,150.0,4457,13.5,74,1,dodge coronet custom (sw)
T,5,14.0,8,302.0,140.0,4638,16.0,74,1,ford gran torino (sw)
T,5,14.0,8,304.0,150.0,4257,15.5,74,1,amc matador (sw)
T,5,29.0,4,98.0,83.0,2219,16.5,74,2,audi fox
T,5,26.0,4,79.0,67.0,1963,15.5,74,2,volkswagen dasher
T,5,26.0,4,97.0,78.0,2300,14.5,74,2,opel manta
T,5,31.0,4,76.0,52.0,1649,16.5,74,3,toyota corona
T,5,32.0,4,83.0,61.0,2003,19.0,74,3,datsun 710
T,5,28.0,4,90.0,75.0,2125,14.5,74,1,dodge colt
T,5,24.0,4,90.0,75.0,2108,15.5,74,2,fiat 128
T,5,26.0,4,116.0,75.0,2246,14.0,74,2,fiat 124 tc
T,5,24.0,4,120.0,97.0,2489,15.0,74,3,honda civic
T,5,26.0,4,108.0,93.0,2391,15.5,74,3,subaru
T,5,31.0,4,79.0,67.0,2000,16.0,74,2,fiat x1.9
T,5,19.0,6,225.0,95.0,3264,16.0,75,1,plymouth valiant custom
T,5,18.0,6,250.0,105.0,3459,16.0,75,1,chevrolet nova
T,5,15.0,6,250.0,72.0,3432,21.0,75,1,mercury monarch
T,5,15.0,6,250.0,72.0,3158,19.5,75,1,ford maverick
T,5,16.0,8,400.0,170.0,4668,11.5,75,1,pontiac catalina
T,5,15.0,8,350.0,145.0,4440,14.0,75,1,chevrolet bel air
T,5,16.0,8,318.0,150.0,4498,14.5,75,1,plymouth grand fury
T,5,14.0,8,351.0,148.0,4657,13.5,75,1,ford ltd
T,5,17.0,6,231.0,110.0,3907,21.0,75,1,buick century
T,5,16.0,6,250.0,105.0,3897,18.5,75,1,chevroelt chevelle malibu
T,5,15.0,6,258.0,110.0,3730,19.0,75,1,amc matador
T,5,18.0,6,225.0,95.0,3785,19.0,75,1,plymouth fury
T,5,21.0,6,231.0,110.0,3039,15.0,75,1,buick skyhawk
T,5,20.0,8,262.0,110.0,3221,13.5,75,1,chevrolet monza 2+2
T,5,13.0,8,302.0,129.0,3169,12.0,75,1,ford mustang ii
T,5,29.0,4,97.0,75.0,2171,16.0,75,3,toyota corolla
T,5,23.0,4,140.0,83.0,2639,17.0,75,1,ford pinto
T,5,20.0,6,232.0,100.0,2914,16.0,75,1,amc gremlin
T,5,23.0,4,140.0,78.0,2592,18.5,75,1,pontiac astro
T,5,24.0,4,134.0,96.0,2702,13.5,75,3,toyota corona
T,5,25.0,4,90.0,71.0,2223,16.5,75,2,volkswagen dasher
T,5,24.0,4,119.0,97.0,2545,17.0,75,3,datsun 710
T,5,18.0,6,171.0,97.0,2984,14.5,75,1,ford pinto
T,5,29.0,4,90.0,70.0,1937,14.0,75,2,volkswagen rabbit
T,5,19.0,6,232.0,90.0,3211,17.0,75,1,amc pacer
T,5,23.0,4,115.0,95.0,2694,15.0,75,2,audi 100ls
T,5,23.0,4,120.0,88.0,2957,17.0,75,2,peugeot 504
T,5,22.0,4,121.0,98.0,2945,14.5,75,2,volvo 244dl
T,5,25.0,4,121.0,115.0,2671,13.5,75,2,saab 99le
T,5,33.0,4,91.0,53.0,1795,17.5,75,3,honda civic cvcc
T,5,28.0,4,107.0,86.0,2464,15.5,76,2,fiat 131
T,5,25.0,4,116.0,81.0,2220,16.9,76,2,opel 1900
T,5,25.0,4,140.0,92.0,2572,14.9,76,1,capri ii
T,5,26.0,4,98.0,79.0,2255,17.7,76,1,dodge colt
T,5,27.0,4,101.0,83.0,2202,15.3,76,2,renault 12tl
T,5,17.5,8,305.0,140.0,4215,13.0,76,1,chevrolet chevelle malibu classic
T,5,16.0,8,318.0,150.0,4190,13.0,76,1,dodge coronet brougham
T,5,15.5,8,304.0,120.0,3962,13.9,76,1,amc matador
T,5,14.5,8,351.0,152.0,4215,12.8,76,1,ford gran torino
T,5,22.0,6,225.0,100.0,3233,15.4,76,1,plymouth valiant
T,5,22.0,6,250.0,105.0,3353,14.5,76,1,chevrolet nova
T,5,24.0,6,200.0,81.0,3012,17.6,76,1,ford maverick
T,5,22.5,6,232.0,90.0,3085,17.6,76,1,amc hornet
T,5,29.0,4,85.0,52.0,2035,22.2,76,1,chevrolet chevette
T,5,24.5,4,98.0,60.0,2164,22.1,76,1,chevrolet woody
T,5,29.0,4,90.0,70.0,1937,14.2,76,2,vw rabbit
T,5,33.0,4,91.0,53.0,1795,17.4,76,3,honda civic
T,5,20.0,6,225.0,100.0,3651,17.7,76,1,dodge aspen se
T,5,18.0,6,250.0,78.0,3574,21.0,76,1,ford granada ghia
T,5,18.5,6,250.0,110.0,3645,16.2,76,1,pontiac ventura sj
T,5,17.5,6,258.0,95.0,3193,17.8,76,1,amc pacer d/l
T,5,29.5,4,97.0,71.0,1825,12.2,76,2,volkswagen rabbit
T,5,32.0,4,85.0,70.0,1990,17.0,76,3,datsun b-210
T,5,28.0,4,97.0,75.0,2155,16.4,76,3,toyota corolla
T,5,26.5,4,140.0,72.0,2565,13.6,76,1,ford pinto
T,5,20.0,4,130.0,102.0,3150,15.7,76,2,volvo 245
T,5,13.0,8,318.0,150.0,3940,13.2,76,1,plymouth volare premier v8
T,5,19.0,4,120.0,88.0,3270,21.9,76,2,peugeot 504
T,5,19.0,6,156.0,108.0,2930,15.5,76,3,toyota mark ii
T,5,16.5,6,168.0,120.0,3820,16.7,76,2,mercedes-benz 280s
T,5,16.5,8,350.0,180.0,4380,12.1,76,1,cadillac seville
T,5,13.0,8,350.0,145.0,4055,12.0,76,1,chevy c10
T,5,13.0,8,302.0,130.0,3870,15.0,76,1,ford f108
T,5,13.0,8,318.0,150.0,3755,14.0,76,1,dodge d100
T,5,31.5,4,98.0,68.0,2045,18.5,77,3,honda accord cvcc
T,5,30.0,4,111.0,80.0,2155,14.8,77,1,buick opel isuzu deluxe
T,5,36.0,4,79.0,58.0,1825,18.6,77,2,renault 5 gtl
T,5,25.5,4,122.0,96.0,2300,15.5,77,1,plymouth arrow gs
T,5,33.5,4,85.0,70.0,1945,16.8,77,3,datsun f-10 hatchback
T,5,17.5,8,305.0,145.0,3880,12.5,77,1,chevrolet caprice classic
T,5,17.0,8,260.0,110.0,4060,19.0,77,1,oldsmobile cutlass supreme
T,5,15.5,8,318.0,145.0,4140,13.7,77,1,dodge monaco brougham
T,5,15.0,8,302.0,130.0,4295,14.9,77,1,mercury cougar brougham
T,5,17.5,6,250.0,110.0,3520,16.4,77,1,chevrolet concours
T,5,20.5,6,231.0,105.0,3425,16.9,77,1,buick skylark
T,5,19.0,6,225.0,100.0,3630,17.7,77,1,plymouth volare custom
T,5,18.5,6,250.0,98.0,3525,19.0,77,1,ford granada
T,5,16.0,8,400.0,180.0,4220,11.1,77,1,pontiac grand prix lj
T,5,15.5,8,350.0,170.0,4165,11.4,77,1,chevrolet monte carlo landau
T,5,15.5,8,400.0,190.0,4325,12.2,77,1,chrysler cordoba
T,5,16.0,8,351.0,149.0,4335,14.5,77,1,ford thunderbird
T,5,29.0,4,97.0,78.0,1940,14.5,77,2,volkswagen rabbit custom
T,5,24.5,4,151.0,88.0,2740,16.0,77,1,pontiac sunbird coupe
T,5,26.0,4,97.0,75.0,2265,18.2,77,3,toyota corolla liftback
T,5,25.5,4,140.0,89.0,2755,15.8,77,1,ford mustang ii 2+2
T,5,30.5,4,98.0,63.0,2051,17.0,77,1,chevrolet chevette
T,5,33.5,4,98.0,83.0,2075,15.9,77,1,dodge colt m/m
T,5,30.0,4,97.0,67.0,1985,16.4,77,3,subaru dl
T,5,31.3,4,120.0,75.0,2542,17.5,80,3,mazda 626
T,5,37.0,4,119.0,92.0,2434,15.0,80,3,datsun 510 hatchback
T,5,32.2,4,108.0,75.0,2265,15.2,80,3,toyota corolla
T,5,46.6,4,86.0,65.0,2110,17.9,80,3,mazda glc
T,5,27.9,4,156.0,105.0,2800,14.4,80,1,dodge colt
T,5,40.8,4,85.0,65.0,2110,19.2,80,3,datsun 210
T,5,44.3,4,90.0,48.0,2085,21.7,80,2,vw rabbit c (diesel)
T,5,43.4,4,90.0,48.0,2335,23.7,80,2,vw dasher (diesel)
T,5,36.4,5,121.0,67.0,2950,19.9,80,2,audi 5000s (diesel)
T,5,30.0,4,146.0,67.0,3250,21.8,80,2,mercedes-benz 240d
T,5,44.6,4,91.0,67.0,1850,13.8,80,3,honda civic 1500 gl
T,5,40.9,4,85.0,,1835,17.3,80,2,renault lecar deluxe
T,5,33.8,4,97.0,67.0,2145,18.0,80,3,subaru dl
T,5,29.8,4,89.0,62.0,1845,15.3,80,2,vokswagen rabbit
T,5,32.7,6,168.0,132.0,2910,11.4,80,3,datsun 280-zx
T,5,23.7,3,70.0,100.0,2420,12.5,80,3,mazda rx-7 gs
T,5,35.0,4,122.0,88.0,2500,15.1,80,2,triumph tr7 coupe
T,5,23.6,4,140.0,,2905,14.3,80,1,ford mustang cobra
T,5,32.4,4,107.0,72.0,2290,17.0,80,3,honda accord
T,5,27.2,4,135.0,84.0,2490,15.7,81,1,plymouth reliant
T,5,26.6,4,151.0,84.0,2635,16.4,81,1,buick skylark
T,5,25.8,4,156.0,92.0,2620,14.4,81,1,dodge aries wagon (sw)
T,5,23.5,6,173.0,110.0,2725,12.6,81,1,chevrolet citation
T,5,30.0,4,135.0,84.0,2385,12.9,81,1,plymouth reliant
T,5,39.1,4,79.0,58.0,1755,16.9,81,3,toyota starlet
T,5,39.0,4,86.0,64.0,1875,16.4,81,1,plymouth champ
T,5,35.1,4,81.0,60.0,1760,16.1,81,3,honda civic 1300
T,5,32.3,4,97.0,67.0,2065,17.8,81,3,subaru
T,5,37.0,4,85.0,65.0,1975,19.4,81,3,datsun 210 mpg
T,5,37.7,4,89.0,62.0,2050,17.3,81,3,toyota tercel
T,5,34.1,4,91.0,68.0,1985,16.0,81,3,mazda glc 4
T,5,34.7,4,105.0,63.0,2215,14.9,81,1,plymouth horizon 4
T,5,34.4,4,98.0,65.0,2045,16.2,81,1,ford escort 4w
T,5,29.9,4,98.0,65.0,2380,20.7,81,1,ford escort 2h
T,5,33.0,4,105.0,74.0,2190,14.2,81,2,volkswagen jetta
T,5,34.5,4,100.0,,2320,15.8,81,2,renault 18i
T,5,33.7,4,107.0,75.0,2210,14.4,81,3,honda prelude
T,5,32.4,4,108.0,75.0,2350,16.8,81,3,toyota corolla
T,5,32.9,4,119.0,100.0,2615,14.8,81,3,datsun 200sx
T,5,31.6,4,120.0,74.0,2635,18.3,81,3,mazda 626
T,5,28.1,4,141.0,80.0,3230,20.4,81,2,peugeot 505s turbo diesel
T,5,30.7,6,145.0,76.0,3160,19.6,81,2,volvo diesel
T,5,25.4,6,168.0,116.0,2900,12.6,81,3,toyota cressida
T,5,24.2,6,146.0,120.0,2930,13.8,81,3,datsun 810 maxima
T,5,22.4,6,231.0,110.0,3415,15.8,81,1,buick century
T,5,26.6,8,350.0,105.0,3725,19.0,81,1,oldsmobile cutlass ls
T,5,20.2,6,200.0,88.0,3060,17.1,81,1,ford granada gl
T,5,17.6,6,225.0,85.0,3465,16.6,81,1,chrysler lebaron salon
T,5,28.0,4,112.0,88.0,2605,19.6,82,1,chevrolet cavalier
T,5,27.0,4,112.0,88.0,2640,18.6,82,1,chevrolet cavalier wagon
